rowname	logFC	logCPM	LR	PValue	p.adj	FILTER.FC	FILTER.P	gene_name	gene_biotype
ENSG00000116668	-0.17195743818519407	2.302153416050451	0.696203293862701	0.40406239089175305	0.9998744870734909	0	0	SWT1	protein_coding
ENSG00000116670	0.1410824136652222	4.93173738363163	1.0201252295981504	0.3124893061787041	0.9679245135749379	0	0	MAD2L2	protein_coding
ENSG00000116675	-0.3412489030533588	3.369175775959454	4.112366724620351	0.042570749266681245	0.43056765320809187	0	0	DNAJC6	protein_coding
ENSG00000116678	-0.08958801428584737	4.7650222121701304	0.3937520513213997	0.5303337285111459	0.9998744870734909	0	0	LEPR	protein_coding
ENSG00000116679	0.0414127252835201	6.146441167478174	0.11715628554141588	0.7321394299725232	0.9998744870734909	0	0	IVNS1ABP	protein_coding
ENSG00000116685	0.10380816479867516	4.820287112380217	0.3841610587646471	0.5353846781455718	0.9998744870734909	0	0	KIAA2013	protein_coding
ENSG00000116688	-0.009676909547385459	6.8722985067941975	0.004037773791655042	0.9493337375144262	0.9998744870734909	0	0	MFN2	protein_coding
ENSG00000116691	-0.10542886232881833	3.3243305369787532	0.25432825371859735	0.6140437759406873	0.9998744870734909	0	0	MIIP	protein_coding
ENSG00000116698	0.015783534566707922	5.667386196207267	0.017078614517942015	0.896024361746338	0.9998744870734909	0	0	SMG7	protein_coding
ENSG00000116701	-0.1349134908584181	5.8514460440248355	1.3819342579764218	0.23977194746165215	0.9076437296736869	0	0	NCF2	protein_coding
ENSG00000116704	0.05556813959380677	4.512382895643607	0.14686762472460657	0.7015469225042394	0.9998744870734909	0	0	SLC35D1	protein_coding
ENSG00000116711	-0.09334471861732355	1.0564112848101566	0.08476473464457879	0.7709413131957952	0.9998744870734909	0	0	PLA2G4A	protein_coding
ENSG00000116717	0.4201382209512891	5.36923808921446	12.691781707952046	3.6726615734577534e-4	0.015161596434373046	0	1	GADD45A	protein_coding
ENSG00000116729	-0.09507740839328287	5.2550713213428635	0.613371478296461	0.4335212056684575	0.9998744870734909	0	0	WLS	protein_coding
ENSG00000116731	-0.1827235426314794	4.472341844160877	1.5026148909611052	0.2202694562119107	0.8832069090728986	0	0	PRDM2	protein_coding
ENSG00000116741	0.2958001515282804	2.3629437445109964	1.8699516176068371	0.17148062090662852	0.8076193409082223	0	0	RGS2	protein_coding
ENSG00000116747	0.044134151930907424	4.372309970350028	0.08840293786045983	0.7662173927426935	0.9998744870734909	0	0	TROVE2	protein_coding
ENSG00000116750	0.24601969860260206	3.881875155986041	2.359027120736812	0.12455984891575864	0.7175049294212448	0	0	UCHL5	protein_coding
ENSG00000116752	0.033392140159037756	5.350131148280508	0.0815335420302219	0.7752298595826916	0.9998744870734909	0	0	BCAS2	protein_coding
ENSG00000116754	-0.03384206511299382	6.4865483890101965	0.06598409933207705	0.7972762714799435	0.9998744870734909	0	0	SRSF11	protein_coding
ENSG00000116761	-0.28427921416761603	1.907050604422379	1.5091457093063843	0.21926948983830402	0.881815691715757	0	0	CTH	protein_coding
ENSG00000116774	-0.145459356816036	2.879724967265246	0.5560842757174882	0.455842263948261	0.9998744870734909	0	0	OLFML3	protein_coding
ENSG00000116786	0.13980521711945085	4.685766454430063	0.6747226752480913	0.4114098970347041	0.9998744870734909	0	0	PLEKHM2	protein_coding
ENSG00000116791	-0.055145720327396626	4.7297017921352555	0.1558197329772284	0.6930347181616223	0.9998744870734909	0	0	CRYZ	protein_coding
ENSG00000116793	-0.10640071310482382	5.047406499543409	0.6418375318858764	0.4230461825496588	0.9998744870734909	0	0	PHTF1	protein_coding
ENSG00000116809	0.14278561758292002	3.2874695779380234	0.41741227238003376	0.5182311023642557	0.9998744870734909	0	0	ZBTB17	protein_coding
ENSG00000116815	0.2444343356684855	3.028820421161226	1.8148740007264745	0.17792465199798554	0.8202021113019735	0	0	CD58	protein_coding
ENSG00000116830	-0.16443206479045328	6.055042010356938	1.6884274412270575	0.19380839679336692	0.8404856395434113	0	0	TTF2	protein_coding
ENSG00000116852	0.00525660322226489	2.2754145078959676	6.41926345386068e-4	0.9797867475867205	0.9998744870734909	0	0	KIF21B	protein_coding
ENSG00000116857	-0.19113801657442775	4.582771971931416	1.8060431756290294	0.1789836180296648	0.8216052087844333	0	0	TMEM9	protein_coding
ENSG00000116863	-0.06112908101855225	4.65327314776391	0.1627387233211266	0.6866474562562254	0.9998744870734909	0	0	ADPRHL2	protein_coding
ENSG00000116871	0.1398585615571182	5.60693605950104	0.689729735156277	0.4062563230121881	0.9998744870734909	0	0	MAP7D1	protein_coding
ENSG00000116874	-0.1053860190921781	4.268166222824494	0.44050888013291534	0.5068769428210941	0.9998744870734909	0	0	WARS2	protein_coding
ENSG00000116898	-0.02771385690014873	5.5995532446464304	0.056848552683419484	0.8115481093723957	0.9998744870734909	0	0	MRPS15	protein_coding
ENSG00000116903	-0.0850436182583965	4.369873893720533	0.3173673863596065	0.5731940611742818	0.9998744870734909	0	0	EXOC8	protein_coding
ENSG00000116906	-0.07033069111281852	5.647699755910883	0.3948164032121326	0.5297784984166445	0.9998744870734909	0	0	GNPAT	protein_coding
ENSG00000116918	0.1062783879343259	4.3467253777599675	0.41003798764026556	0.5219502249615902	0.9998744870734909	0	0	TSNAX	protein_coding
ENSG00000116922	0.04411414929335008	4.455621103124802	0.09390861532043221	0.7592657542221591	0.9998744870734909	0	0	C1orf109	protein_coding
ENSG00000116954	-0.4383878511105517	4.774406629672922	10.14407925670194	0.0014476545324923933	0.04338316805150661	0	1	RRAGC	protein_coding
ENSG00000116957	0.03148281398813913	4.325276974834747	0.041942411298887095	0.8377295862863192	0.9998744870734909	0	0	TBCE	protein_coding
ENSG00000116962	0.003017129750525673	3.5109281601353333	2.9087895806867436e-4	0.9863925997203531	0.9998744870734909	0	0	NID1	protein_coding
ENSG00000116977	-0.006195604170103169	4.764014104876704	0.0020033090519504526	0.9642999311894326	0.9998744870734909	0	0	LGALS8	protein_coding
ENSG00000116983	0.176910344139047	1.6931815134075818	0.4561626973848778	0.49942282346177086	0.9998744870734909	0	0	HPCAL4	protein_coding
ENSG00000116984	0.03083970784870547	5.735930024230891	0.06779122838241847	0.794580319754226	0.9998744870734909	0	0	MTR	protein_coding
ENSG00000117000	-0.10901408861563738	5.955124329990282	0.8029917121932542	0.37020039934832055	0.9970725049704297	0	0	RLF	protein_coding
ENSG00000117010	-0.1345207880630291	2.052009623976263	0.3854498146782488	0.5347009225441391	0.9998744870734909	0	0	ZNF684	protein_coding
ENSG00000117016	-0.5396544811267442	2.4130739511548676	7.147245022208942	0.007507922950311058	0.1419371664297902	1	0	RIMS3	protein_coding
ENSG00000117020	0.01418642692268085	6.441345162627308	0.013242572805779673	0.9083845830143246	0.9998744870734909	0	0	AKT3	protein_coding
ENSG00000117036	-0.027377486124280075	4.4181380081919706	0.03348463545913205	0.854807375692612	0.9998744870734909	0	0	ETV3	protein_coding
ENSG00000117054	-0.03621226071520153	4.931780286878676	0.06988261789015127	0.7915077649291374	0.9998744870734909	0	0	ACADM	protein_coding
ENSG00000117069	-0.2162995778779227	4.867848239962362	2.4863211894872492	0.1148398766819767	0.6938992139612149	0	0	ST6GALNAC5	protein_coding
ENSG00000117114	0.3670742801605246	6.41968753319412	8.748917764094301	0.003097858444372982	0.07673205701909161	0	1	LPHN2	protein_coding
ENSG00000117118	-0.006544205263931338	5.880553997212298	0.003090604579341516	0.9556658767766787	0.9998744870734909	0	0	SDHB	protein_coding
ENSG00000117122	0.4227953359533333	3.062291885542059	5.405380775707137	0.020074768806663437	0.2737612011308698	0	0	MFAP2	protein_coding
ENSG00000117133	0.06888774425717964	5.4069137743540345	0.34537582945863576	0.5567425060618549	0.9998744870734909	0	0	RPF1	protein_coding
ENSG00000117139	0.002183452108612145	5.494007367455653	3.579041634491631e-4	0.9849062368294628	0.9998744870734909	0	0	KDM5B	protein_coding
ENSG00000117143	0.26323244954180663	7.289182159470164	2.6331231498907925	0.10465566947839869	0.6678264250574789	0	0	UAP1	protein_coding
ENSG00000117151	0.24109905853182576	2.6215636982007564	1.5010257557285627	0.22051360008838122	0.8835832169932925	0	0	CTBS	protein_coding
ENSG00000117152	1.3468997228039217	4.774429867039747	86.99459154115692	1.088183499918097e-20	2.2012138564176572e-17	1	1	RGS4	protein_coding
ENSG00000117153	-0.10953010348255698	4.975986133537077	0.6572017522134246	0.41754957157995953	0.9998744870734909	0	0	KLHL12	protein_coding
ENSG00000117155	-0.1697399667274562	5.6308395229262524	1.9408176163956767	0.16357978609241894	0.797817034520013	0	0	SSX2IP	protein_coding
ENSG00000117174	0.2228903354986338	4.885308641313612	2.7155936352656482	0.0993719962179817	0.653666202976366	0	0	ZNHIT6	protein_coding
ENSG00000117222	-0.030905034915738462	5.153978542737755	0.06392039519794412	0.8004035785188469	0.9998744870734909	0	0	RBBP5	protein_coding
ENSG00000117226	0.2719333183286013	3.4147194400950673	2.6308074254305325	0.10480840249268378	0.6680169945021972	0	0	GBP3	protein_coding
ENSG00000117242	-0.049667991998021736	1.4186847491427892	0.030022289716988837	0.8624396643794305	0.9998744870734909	0	0	PINK1-AS	antisense
ENSG00000117245	0.009163445906793457	1.313950390885017	8.800897296907806e-4	0.9763331837623124	0.9998744870734909	0	0	KIF17	protein_coding
ENSG00000117262	0.08202000716839546	2.640827478763693	0.1847476873383922	0.6673245056327574	0.9998744870734909	0	0	GPR89A	protein_coding
ENSG00000117266	0.2692039515466718	2.212932660819814	1.501258059766263	0.2204778903123091	0.8835832169932925	0	0	CDK18	protein_coding
ENSG00000117280	-0.15270194015784233	4.705099830305715	1.1779639850747543	0.27777087779253123	0.9461984686410192	0	0	RAB7L1	protein_coding
ENSG00000117289	-0.19870570869991513	2.4145523191960767	0.985673780232128	0.3208020441136413	0.9732591479275117	0	0	TXNIP	protein_coding
ENSG00000117298	0.13772651535052793	5.332717235236057	1.0747043391855442	0.2998852594519657	0.9620210153740615	0	0	ECE1	protein_coding
ENSG00000117305	-0.14844357503822936	2.9115020915493597	0.631134027344217	0.4269396501498158	0.9998744870734909	0	0	HMGCL	protein_coding
ENSG00000117308	0.0373818667305628	5.816625496897092	0.09166416497635055	0.7620720799319382	0.9998744870734909	0	0	GALE	protein_coding
ENSG00000117318	-0.24115754741282178	4.330533681223664	1.3938879251760454	0.2377496179311754	0.9065168919283465	0	0	ID3	protein_coding
ENSG00000117335	-0.04492840164111147	6.410141479306352	0.13640124019820732	0.711885206273404	0.9998744870734909	0	0	CD46	protein_coding
ENSG00000117360	-0.04457306695576132	5.400103715939817	0.139870507771219	0.7084097790185624	0.9998744870734909	0	0	PRPF3	protein_coding
ENSG00000117362	-0.13033885731599035	6.008634460551145	1.1262731761846894	0.28857167545613194	0.9538743736588505	0	0	APH1A	protein_coding
ENSG00000117385	-0.016335339696034176	4.805717144520891	0.013963739250627327	0.9059343332736782	0.9998744870734909	0	0	LEPRE1	protein_coding
ENSG00000117394	0.0930002006714824	6.14154119937771	0.46767270811469075	0.494059784428837	0.9998744870734909	0	0	SLC2A1	protein_coding
ENSG00000117395	0.13808255529126812	7.383864082292478	0.69583018510248	0.404188369719003	0.9998744870734909	0	0	EBNA1BP2	protein_coding
ENSG00000117399	-0.34165895986985606	7.437168522802397	4.1356377528749135	0.04198924279101664	0.4290217375272397	0	0	CDC20	protein_coding
ENSG00000117408	0.03144910636976418	4.958478328091638	0.046408926018386865	0.8294341792988403	0.9998744870734909	0	0	IPO13	protein_coding
ENSG00000117410	-0.051940539049506906	5.893103346501934	0.12998457495763205	0.7184480326555055	0.9998744870734909	0	0	ATP6V0B	protein_coding
ENSG00000117411	0.015795599685082554	6.345207176255685	0.013385736770260337	0.9078928861569563	0.9998744870734909	0	0	B4GALT2	protein_coding
ENSG00000117419	-0.08275563694359285	5.410415072537492	0.48931113572768936	0.48423475201288796	0.9998744870734909	0	0	ERI3	protein_coding
ENSG00000117448	-0.16347739443020304	5.522892588432838	2.0464779231616035	0.15255876298312257	0.7781249776965176	0	0	AKR1A1	protein_coding
ENSG00000117450	-0.012811816227604536	8.970694693250795	0.006619909228220422	0.935153412722246	0.9998744870734909	0	0	PRDX1	protein_coding
ENSG00000117461	-0.7538741013616599	4.119700102608849	23.63450887126517	1.164798086844802e-6	1.457438595879934e-4	1	1	PIK3R3	protein_coding
ENSG00000117475	0.07824601684759222	5.501573483572627	0.47009043112064663	0.4929455689468132	0.9998744870734909	0	0	BLZF1	protein_coding
ENSG00000117477	0.04258818011186292	1.9897621617452095	0.03721053760297188	0.8470370259984802	0.9998744870734909	0	0	CCDC181	protein_coding
ENSG00000117479	0.04979649697781531	4.260767682233018	0.09708170997096488	0.7553602071126414	0.9998744870734909	0	0	SLC19A2	protein_coding
ENSG00000117481	0.056636150373708456	4.221694487421926	0.13013688535723045	0.7182901537085264	0.9998744870734909	0	0	NSUN4	protein_coding
ENSG00000117500	0.10234462267237018	6.4060641334928325	0.6984541586186026	0.4033036073368427	0.9998744870734909	0	0	TMED5	protein_coding
ENSG00000117505	0.12088037783055236	6.531317014341357	0.971343868135385	0.32434525062965053	0.975377612451823	0	0	DR1	protein_coding
ENSG00000117519	0.011379613290154439	8.028687757779187	0.004656623554694761	0.9455950176469894	0.9998744870734909	0	0	CNN3	protein_coding
ENSG00000117523	0.07299566088765004	7.789707121236405	0.1669977715944242	0.6827938834576438	0.9998744870734909	0	0	PRRC2C	protein_coding
ENSG00000117525	0.559722087336627	2.549852838794382	2.183316344366382	0.13951355264328402	0.75127799384779	1	0	F3	protein_coding
ENSG00000117528	0.033881479056746704	6.494170396426027	0.07659393707192663	0.7819673945443374	0.9998744870734909	0	0	ABCD3	protein_coding
ENSG00000117533	0.10479846716620177	2.6088143267126025	0.27081828162369703	0.6027833896104331	0.9998744870734909	0	0	VAMP4	protein_coding
ENSG00000117543	-0.08397808851591022	4.932528476417651	0.40253926251540406	0.525780781213424	0.9998744870734909	0	0	DPH5	protein_coding
ENSG00000117569	-0.0897522300601517	4.645445333687686	0.3039193273978995	0.5814357234228777	0.9998744870734909	0	0	PTBP2	protein_coding
ENSG00000117592	0.01826362618767197	7.209855086241974	0.013050853588133293	0.9090472804023203	0.9998744870734909	0	0	PRDX6	protein_coding
ENSG00000117593	-0.11863086617894888	5.501726164657178	1.0752869309806208	0.29975429942629367	0.9620210153740615	0	0	DARS2	protein_coding
ENSG00000117597	0.046623603021208805	5.804775530852107	0.18029350610300554	0.6711211273013439	0.9998744870734909	0	0	DIEXF	protein_coding
ENSG00000117602	-0.25165760792916314	3.779856762053637	2.4152194262795135	0.12016113178582749	0.7066759990902237	0	0	RCAN3	protein_coding
ENSG00000117614	-0.008763115362175656	4.211480729634416	0.0030476929161693533	0.9559744176083619	0.9998744870734909	0	0	SYF2	protein_coding
ENSG00000117616	0.027979394636040773	5.130339267755186	0.04851911317685165	0.8256604581744662	0.9998744870734909	0	0	C1orf63	protein_coding
ENSG00000117620	0.0329995139395527	4.476795169877845	0.05127813041998408	0.820853971127889	0.9998744870734909	0	0	SLC35A3	protein_coding
ENSG00000117625	-0.28818492436971843	4.375286469004653	3.3878610811653687	0.06567809748592948	0.54685304598786455	0	0	RCOR3	protein_coding
ENSG00000117632	-0.1721652140988005	8.025571692350331	1.0330004289653516	0.309454993576142	0.9673191473674804	0	0	STMN1	protein_coding
ENSG00000117640	-0.11070188077431602	4.230958837542078	0.4929731540315956	0.4826040377271515	0.9998744870734909	0	0	MTFR1L	protein_coding
ENSG00000117650	-0.4138004096795458	5.593723612970516	13.584700721640473	2.2803647117334978e-4	0.010284490505903153	0	1	NEK2	protein_coding
ENSG00000117676	-0.17639309153598257	4.713101573122517	1.571587581125037	0.2099766081754759	0.8670870241898366	0	0	RPS6KA1	protein_coding
ENSG00000117682	-0.06661327621862696	4.5223832367535755	0.2090813915645775	0.6474883544621586	0.9998744870734909	0	0	DHDDS	protein_coding
ENSG00000117691	-0.0917217469075128	4.657840149943752	0.3741289384242208	0.5407622002278618	0.9998744870734909	0	0	NENF	protein_coding
ENSG00000117697	-0.13163967405770244	4.450587399446256	0.8321337536375282	0.3616562567240147	0.9943186988601317	0	0	NSL1	protein_coding
ENSG00000117707	0.6233963741702186	1.2716974038624838	3.8831080224731167	0.04877418768903675	0.46475834314849956	1	0	PROX1	protein_coding
ENSG00000117713	-0.29420371163621184	5.348856690772883	5.016884877092551	0.025101288076109528	0.3130041429842864	0	0	ARID1A	protein_coding
ENSG00000117724	-0.29617146830381075	8.515479879306582	3.1525052717656763	0.0758104866900611	0.5801462023690237	0	0	CENPF	protein_coding
ENSG00000117748	-0.1398192588335837	5.242466282250792	1.3387182142605454	0.24726014023518753	0.9172407312157448	0	0	RPA2	protein_coding
ENSG00000117751	-0.02738961707292841	5.2104329447022915	0.051754239267935986	0.8200384051988004	0.9998744870734909	0	0	PPP1R8	protein_coding
ENSG00000117758	0.12343467176889983	4.323529720756862	0.6403702624578926	0.42357675157815544	0.9998744870734909	0	0	STX12	protein_coding
ENSG00000117791	-0.09203786112734477	1.5257831503250612	0.12281430495630574	0.7260019688269098	0.9998744870734909	0	0	MARC2	protein_coding
ENSG00000117859	-0.11946611694459632	6.18271357746478	0.8371715105978694	0.3602069751788317	0.9942453162274203	0	0	OSBPL9	protein_coding
ENSG00000117862	0.057304896325367546	5.096581541061318	0.19450041001110918	0.6591970656163896	0.9998744870734909	0	0	TXNDC12	protein_coding
ENSG00000117868	0.13638630149757255	5.117984622480912	1.187633849207657	0.2758073570085235	0.942950392116183	0	0	ESYT2	protein_coding
ENSG00000117877	0.012068404817517985	5.178998278352547	0.008817276070061553	0.925188314369776	0.9998744870734909	0	0	CD3EAP	protein_coding
ENSG00000117899	-0.0022024668003892325	4.647242257479183	2.4430835536293216e-4	0.9875292797154065	0.9998744870734909	0	0	MESDC2	protein_coding
ENSG00000117906	-0.023411731998214808	5.403776390454553	0.035196971894578155	0.8511835152623587	0.9998744870734909	0	0	RCN2	protein_coding
ENSG00000117984	0.23775813343003507	3.6022419308556435	1.5867551904621386	0.20779033982113254	0.8648667196190281	0	0	CTSD	protein_coding
ENSG00000118007	-0.04031736687991464	6.946049116698372	0.06654996524998325	0.7964278997781774	0.9998744870734909	0	0	STAG1	protein_coding
ENSG00000118046	0.1273809943031276	4.524183105234946	0.40525782096509033	0.5243863151226532	0.9998744870734909	0	0	STK11	protein_coding
ENSG00000118058	-0.35568935374458116	6.311713192865798	6.21436682526155	0.012671766522737743	0.20408106820435618	0	0	KMT2A	protein_coding
ENSG00000118096	-0.03303386272775308	3.937261375041085	0.04359501425865453	0.8346089061894488	0.9998744870734909	0	0	IFT46	protein_coding
ENSG00000118137	1.3620056657361748	0.4130436086381329	4.74535830930072	0.029377435180620512	0.3458331045462572	1	0	APOA1	protein_coding
ENSG00000118162	-0.07764519998095869	2.077678150510878	0.12735916379504664	0.7211860173294794	0.9998744870734909	0	0	KPTN	protein_coding
ENSG00000118181	0.04669789481518419	7.947527844683931	0.0764785651960267	0.7821275186892926	0.9998744870734909	0	0	RPS25	protein_coding
ENSG00000118193	-0.34668611385892184	6.02587946340928	6.186022550030941	0.012876327448120038	0.2061741243243178	0	0	KIF14	protein_coding
ENSG00000118197	-0.03889302418363038	2.765648116885294	0.04486407027212147	0.832254172364512	0.9998744870734909	0	0	DDX59	protein_coding
ENSG00000118200	-0.025604802156231444	6.578859156742912	0.0410352667684486	0.8394698633477522	0.9998744870734909	0	0	CAMSAP2	protein_coding
ENSG00000118217	9.585612732677606e-4	5.51106596317064	7.107245668791506e-5	0.9932735552259652	0.9998744870734909	0	0	ATF6	protein_coding
ENSG00000118246	-0.039195725437069076	6.074603214543248	0.09394261149505923	0.759223530898989	0.9998744870734909	0	0	FASTKD2	protein_coding
ENSG00000118260	0.07298205404493611	4.970200505168685	0.319314539602388	0.5720198729892274	0.9998744870734909	0	0	CREB1	protein_coding
ENSG00000118263	-0.9690584103607824	4.591681762860611	42.50517870625083	7.049532527483458e-11	2.1390044071516685e-8	1	1	KLF7	protein_coding
ENSG00000118276	0.43841717452298085	3.5999893263384046	6.256915610405947	0.012370940200929926	0.20235323614378237	0	0	B4GALT6	protein_coding
ENSG00000118363	0.02655337473547308	4.23314568969443	0.02700407656460513	0.8694720184024406	0.9998744870734909	0	0	SPCS2	protein_coding
ENSG00000118369	-0.19652801902605438	2.9432291025162494	1.234764029462129	0.2664825443914412	0.9334048383426824	0	0	USP35	protein_coding
ENSG00000118402	0.01449224954995695	2.4256951670294016	0.004884617070704422	0.9442811842065713	0.9998744870734909	0	0	ELOVL4	protein_coding
ENSG00000118412	-0.2645101446041211	4.5759964093743415	2.7976438690465457	0.09440293946660684	0.6344232980654525	0	0	CASP8AP2	processed_transcript
ENSG00000118418	-0.07716011363148251	4.154868806267536	0.24953895130814274	0.6173999032254611	0.9998744870734909	0	0	HMGN3	protein_coding
ENSG00000118420	0.05352153738157924	3.1129388691695423	0.10172773573693883	0.7497660530197329	0.9998744870734909	0	0	UBE3D	protein_coding
ENSG00000118454	0.13809437073184147	4.72441910624515	0.9661405463879049	0.3256446052813967	0.975377612451823	0	0	ANKRD13C	protein_coding
ENSG00000118482	-0.191327763327889	7.069467542073096	1.404999471101462	0.23588828650240937	0.9050975153416858	0	0	PHF3	protein_coding
ENSG00000118495	-0.10851342153407446	4.820021057939533	0.4885968735896853	0.4845538754634218	0.9998744870734909	0	0	PLAGL1	protein_coding
ENSG00000118496	-0.07357755563842641	5.043053939173264	0.3168927665343233	0.5734809894454254	0.9998744870734909	0	0	FBXO30	protein_coding
ENSG00000118503	0.7880681988832131	3.1661884408764664	20.94117168184159	4.736053694231286e-6	4.750535841891332e-4	1	1	TNFAIP3	protein_coding
ENSG00000118507	-0.07947712632703605	1.3286522920457884	0.07461626819814376	0.7847303916096015	0.9998744870734909	0	0	AKAP7	protein_coding
ENSG00000118508	-0.20274581386306456	5.784556936051567	2.2504092377895404	0.13357907209598274	0.7376020009230857	0	0	RAB32	protein_coding
ENSG00000118515	0.23574135737307583	4.294913320712652	2.080763343226355	0.14916556421217805	0.7710487448224893	0	0	SGK1	protein_coding
ENSG00000118518	-0.060489255232273366	2.974704679352462	0.11335277797676424	0.7363588632564909	0.9998744870734909	0	0	RNF146	protein_coding
ENSG00000118523	0.49944037107735156	6.892914091885536	10.663309445134487	0.0010928168729329771	0.03499609073031014	0	1	CTGF	protein_coding
ENSG00000118564	0.08390112463925897	4.795727704706298	0.3745004879069196	0.5405612785076284	0.9998744870734909	0	0	FBXL5	protein_coding
ENSG00000118579	0.04391135572893525	4.638250361525538	0.09590949816239203	0.7567947408847214	0.9998744870734909	0	0	MED28	protein_coding
ENSG00000118596	-0.09098029204548919	3.7625536205169716	0.3130154413992816	0.5758356580460217	0.9998744870734909	0	0	SLC16A7	protein_coding
ENSG00000118600	0.13282135622342672	4.5413964185472135	0.8153696933334871	0.3665374463253128	0.9965647370184413	0	0	TMEM5	protein_coding
ENSG00000118620	0.061635941816589816	1.3900056348008993	0.04833997748092744	0.8259774301414287	0.9998744870734909	0	0	ZNF430	protein_coding
ENSG00000118655	-0.17265688480759067	4.8195913341403696	1.6562886617773485	0.19810516720919777	0.850870590711309	0	0	DCLRE1B	protein_coding
ENSG00000118680	0.06811162694644537	8.487627725079784	0.17566190835825068	0.675128143581305	0.9998744870734909	0	0	MYL12B	protein_coding
ENSG00000118689	-0.23813294627289158	4.8591845675920435	3.2031941397445074	0.07349460122256368	0.5732673361428376	0	0	FOXO3	protein_coding
ENSG00000118705	-0.05675776411532141	7.390475901590389	0.12083016197672691	0.7281358503373279	0.9998744870734909	0	0	RPN2	protein_coding
ENSG00000118707	0.05008502525126921	3.4851113271071763	0.08579818556658836	0.7695884431327349	0.9998744870734909	0	0	TGIF2	protein_coding
ENSG00000118762	-0.13620801734872592	4.084589353060314	0.6530136779319804	0.419037267349756	0.9998744870734909	0	0	PKD2	protein_coding
ENSG00000118777	0.04085896320647526	2.415922162018343	0.043265951773551414	0.8352253040205563	0.9998744870734909	0	0	ABCG2	protein_coding
ENSG00000118785	0.1713878577569196	3.574579080659604	1.0697168962587824	0.301009400979658	0.9631729099389865	0	0	SPP1	protein_coding
ENSG00000118816	0.05833670887218696	6.521870008706992	0.18624553770087005	0.6660599689564864	0.9998744870734909	0	0	CCNI	protein_coding
ENSG00000118855	-0.20073187580574653	5.865384754750722	3.1827839865181957	0.074417836667343	0.5760263288466467	0	0	MFSD1	protein_coding
ENSG00000118873	0.04635377976293362	5.552570362468758	0.1616867179471484	0.6876083207883731	0.9998744870734909	0	0	RAB3GAP2	protein_coding
ENSG00000118894	0.06177663361507848	3.761305173656552	0.12447097786911598	0.7242350496210556	0.9998744870734909	0	0	FAM86A	protein_coding
ENSG00000118900	-0.20826468640805482	5.231077406863938	2.982765586397406	0.08415536290875736	0.6040711783422577	0	0	UBN1	protein_coding
ENSG00000118922	0.548008187185704	4.447414295646039	10.95349881008633	9.342703282689289e-4	0.031151755423626346	1	1	KLF12	protein_coding
ENSG00000118939	0.38121954205720643	2.5264713830603034	3.9316899139243056	0.04738430565354399	0.46045101498563923	0	0	UCHL3	protein_coding
ENSG00000118946	0.1703032904125879	3.3279360123738884	1.0075241176396936	0.3154967152766781	0.971029298244378	0	0	PCDH17	protein_coding
ENSG00000118960	-0.2051699775839502	4.117054671689791	1.2466615841871516	0.2641910557853013	0.9314246558941435	0	0	HS1BP3	protein_coding
ENSG00000118961	0.040687385550350966	3.0867965154639436	0.05564302960418388	0.8135197757786543	0.9998744870734909	0	0	C2orf43	protein_coding
ENSG00000118965	0.13264077548951456	5.48596317996113	1.0179926384696074	0.3129956345909276	0.9683476974331094	0	0	WDR35	protein_coding
ENSG00000118971	-0.13193724409730018	9.535428609830566	0.8416947292051873	0.358912526863707	0.9942453162274203	0	0	CCND2	protein_coding
ENSG00000118985	0.2933316666800752	5.963670213871232	5.490919723459484	0.019115484734571024	0.26304380750962414	0	0	ELL2	protein_coding
ENSG00000119004	0.2846473338248915	3.4650803985562706	2.9478361674690134	0.08599262563810264	0.6079043169299558	0	0	CYP20A1	protein_coding
ENSG00000119013	0.10715912520009856	4.993438426430088	0.693369942115396	0.405020498317571	0.9998744870734909	0	0	NDUFB3	protein_coding
ENSG00000119041	-0.023284313608077516	5.717178414330231	0.04350838709328286	0.8347709395852165	0.9998744870734909	0	0	GTF3C3	protein_coding
ENSG00000119042	0.24272413624174322	3.786058136588487	2.259584015526258	0.13278972626960808	0.7363107268021492	0	0	SATB2	protein_coding
ENSG00000119048	0.02003824173845955	4.201997784046796	0.015045463421373029	0.9023763792944226	0.9998744870734909	0	0	UBE2B	protein_coding
ENSG00000119138	0.2233050240923279	1.8725897734132142	0.9684014277277919	0.3250791820171307	0.975377612451823	0	0	KLF9	protein_coding
ENSG00000119139	0.28445839025711644	6.053538323348679	5.294448114144089	0.021393508979688614	0.28453665864937255	0	0	TJP2	protein_coding
ENSG00000119185	0.04428727650474353	5.597174332875561	0.15617458016737373	0.6927031912245892	0.9998744870734909	0	0	ITGB1BP1	protein_coding
ENSG00000119203	0.0033038446431810082	5.818585157728118	8.677191397481465e-4	0.9765000549898237	0.9998744870734909	0	0	CPSF3	protein_coding
ENSG00000119231	0.03451959698472853	6.322379058001705	0.08140027272246897	0.7754086973819326	0.9998744870734909	0	0	SENP5	protein_coding
ENSG00000119280	-1.0126091322318125	3.178832724447072	23.342108913487266	1.355986587155582e-6	1.635649141164153e-4	1	1	C1orf198	protein_coding
ENSG00000119285	0.0836160452091685	7.866568113359065	0.2517466310246448	0.6158478972659608	0.9998744870734909	0	0	HEATR1	protein_coding
ENSG00000119314	0.0719520434267629	5.989710149300025	0.3390786110872881	0.5603615484615083	0.9998744870734909	0	0	PTBP3	protein_coding
